D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_53_57_730.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_53_57_730.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_53_57_730.jpg, 0, 0, 0, 6.735619
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_53_57_840.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_53_57_840.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_53_57_840.jpg, 0, 0, 0, 6.668355
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_53_57_982.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_53_57_982.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_53_57_982.jpg, 0, 0, 0, 6.574855
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_53_58_131.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_53_58_131.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_53_58_131.jpg, 0, 0, 0, 6.469603
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_53_58_277.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_53_58_277.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_53_58_277.jpg, 0, 0.4378329, 0, 6.936926
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_53_58_426.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_53_58_426.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_53_58_426.jpg, -0.4462208, 0.8840537, 0, 8.068885
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_53_58_578.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_53_58_578.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_53_58_578.jpg, 0, 1, 0, 9.850372
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_53_58_735.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_53_58_735.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_53_58_735.jpg, 0, 0.8272422, 0, 11.59291
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_53_58_848.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_53_58_848.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_53_58_848.jpg, 0, 0.4875228, 0, 12.02762
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_53_58_971.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_53_58_971.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_53_58_971.jpg, 0, 0.1646632, 0, 12.12393
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_53_59_126.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_53_59_126.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_53_59_126.jpg, 0, 0.2066381, 0, 12.09543
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_53_59_286.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_53_59_286.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_53_59_286.jpg, -0.2652325, 0.7363477, 0, 13.36111
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_53_59_400.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_53_59_400.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_53_59_400.jpg, 0, 1, 0, 14.30525
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_53_59_501.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_53_59_501.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_53_59_501.jpg, 0, 1, 0, 15.52771
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_53_59_657.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_53_59_657.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_53_59_657.jpg, 0, 0.5305795, 0, 16.57445
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_53_59_808.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_53_59_808.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_53_59_808.jpg, 0, 0.07852052, 0, 16.40276
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_53_59_944.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_53_59_944.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_53_59_944.jpg, -0.3242234, 0, 0, 16.09326
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_54_00_154.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_54_00_154.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_54_00_154.jpg, 0, 0, 0, 16.30357
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_54_00_247.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_54_00_247.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_54_00_247.jpg, 0, 0, 0, 16.11584
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_54_00_337.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_54_00_337.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_54_00_337.jpg, 0, 0, 0, 15.42967
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_54_00_503.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_54_00_503.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_54_00_503.jpg, -0.4268227, 0, 0, 15.61081
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_54_00_668.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_54_00_668.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_54_00_668.jpg, -0.5236947, 0, 0, 14.64351
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_54_00_836.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_54_00_836.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_54_00_836.jpg, 0, 0, 0, 14.32712
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_54_01_004.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_54_01_004.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_54_01_004.jpg, 0, 0, 0, 14.62685
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_54_01_171.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_54_01_171.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_54_01_171.jpg, 0, 0, 0, 13.89565
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_54_01_274.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_54_01_274.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_54_01_274.jpg, 0, 0, 0, 14.18862
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_54_01_446.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_54_01_446.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_54_01_446.jpg, 0, 0, 0, 13.54177
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_54_01_543.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_54_01_543.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_54_01_543.jpg, -0.3329682, 0, 0, 13.79244
D:\Self-Driving-car\Simulator Data\IMG\center_2020_07_29_20_54_01_642.jpg, D:\Self-Driving-car\Simulator Data\IMG\left_2020_07_29_20_54_01_642.jpg, D:\Self-Driving-car\Simulator Data\IMG\right_2020_07_29_20_54_01_642.jpg, -0.02623093, 0, 0, 13.21182
